structure_id,series_id,similarity_cluster_id,similarity_cluster_size,similarity_cluster_representative
STR-F80C61F109C8A7A8A056,SER-F7B9115420359440,CLU-3B3670B85667A6B8,184,STR-D7B6A133DED6C54A6E85
STR-F8573739FC4928FB0125,SER-F5CB93F2585079AD,CLU-C48935F2394DCE95,4,STR-F420EA9EFCC6CB3F01A3
STR-F90A7CDFC3BE1549AAD5,SER-DDFDF01451190920,CLU-A083A0DB86163B1A,31,STR-B91B625C26AF1911063A
STR-F91EC5999F2BF329A3B8,SER-725533906D2EDF46,CLU-3B3670B85667A6B8,184,STR-D7B6A133DED6C54A6E85
STR-F935C48B5CC4A6286518,SER-F7B9115420359440,CLU-3B3670B85667A6B8,184,STR-D7B6A133DED6C54A6E85
STR-F99BCE07672BA00ADF22,SER-5A86A4140A3CC68D,CLU-5C1BBDED89109C22,3,STR-0BCBBE5537E8A8D227ED
STR-FA093486A959081BCFE5,SER-F7B9115420359440,CLU-3B3670B85667A6B8,184,STR-D7B6A133DED6C54A6E85
STR-FA1FDFBE4B94F7A252F5,SER-B92687DE56E5CCCB,CLU-09CD093C2B53B295,112,STR-09E54D8A9B952AC86D2A
STR-FA5427192F47CDDDDFD0,SER-B2500259778B6233,CLU-6049A5BC02479A9A,2,STR-751B5DB988139837BDDA
STR-FB00B532B01AA27CD41B,SER-BF278505F68AD0A8,CLU-4B828C67B135A889,4,STR-FB00B532B01AA27CD41B
STR-FB20DDC3426AF551283B,SER-B92687DE56E5CCCB,CLU-61135314109238DB,23,STR-AB1714536DDACDAFACEC
STR-FB32B5E0FE59CE4699E6,SER-E8FAB356E73C31D0,CLU-54C86C60B0A372CD,30,STR-CFD47A4A9C12D7F7E3C6
STR-FB8F85C9A962EBF8FA78,SER-20F67B855744F824,CLU-21F81BBF17106F2B,37,STR-073AD85CF5EE1E9C87AB
STR-FB98DD14CDC38EDCF612,SER-725533906D2EDF46,CLU-10B5C44B870D8261,2,STR-640F627423409BE4C4E0
STR-FBA598C340B2023BE63F,SER-F7B9115420359440,CLU-3B3670B85667A6B8,184,STR-D7B6A133DED6C54A6E85
STR-FBAAC5A0D7488D667D40,SER-D71646C8B89AF1C0,CLU-05771A03FDE37CAB,14,STR-142DC3F04BDF2ABC0F0A
STR-FC134713F6D36D29BA09,SER-FBD8412D03D2F209,CLU-09CD093C2B53B295,112,STR-09E54D8A9B952AC86D2A
STR-FC23C7EE60D140564837,SER-566DEC554E1AE6C0,CLU-84BAF5E27B2DCA0B,1,STR-FC23C7EE60D140564837
STR-FCECFA6DCFB5CA0DE116,SER-5E7D688CCCDE322E,CLU-C8AD6A63BE1D675A,36,STR-36584B3033D9C455D195
STR-FD2C6D69C0E7C03090A5,SER-F7B9115420359440,CLU-3B3670B85667A6B8,184,STR-D7B6A133DED6C54A6E85
STR-FD5D4013B5F7BC070448,SER-F7B9115420359440,CLU-3B3670B85667A6B8,184,STR-D7B6A133DED6C54A6E85
STR-FD744C47D05214C5E9EE,SER-4FDAE11105633273,CLU-09CD093C2B53B295,112,STR-09E54D8A9B952AC86D2A
STR-FDB4878ADB13F8D5ACDD,SER-F7B9115420359440,CLU-3B3670B85667A6B8,184,STR-D7B6A133DED6C54A6E85
STR-FDBEEEA8F638FBC3B433,SER-8B11BACADDC8B4B4,CLU-21F81BBF17106F2B,37,STR-073AD85CF5EE1E9C87AB
STR-FE3645A659C52B524F3A,SER-317158EDAD8598EE,CLU-A083A0DB86163B1A,31,STR-B91B625C26AF1911063A
STR-FE6ABAC0F054BFEC1BAA,SER-FBD8412D03D2F209,CLU-09CD093C2B53B295,112,STR-09E54D8A9B952AC86D2A
STR-FEFFBCD58898FB83A7AC,SER-BF392468AE9FDA19,CLU-8AC1194393FC15BF,21,STR-568E8A2EF6050316CA23
STR-FF095523952A15300267,SER-3B5B6881F3844E3A,CLU-9850EA2764F0102A,27,STR-33ECA7BC02C166AF1729
STR-FF0D357DDF873BD2A7D4,SER-F7B9115420359440,CLU-3B3670B85667A6B8,184,STR-D7B6A133DED6C54A6E85
STR-FF3501C24AF8F8557BD2,SER-D0CCC78DDD1F06F9,CLU-09CD093C2B53B295,112,STR-09E54D8A9B952AC86D2A
STR-FF5E62E2D34F3B37D670,SER-8B11BACADDC8B4B4,CLU-369E40B90B07000D,9,STR-B2BA33058BFAB9451C2F
STR-FF8C3D50A964C03AC597,SER-2C16C2D45BAC162E,CLU-D05EB6AB0B00E296,13,STR-072FE59E687806FA7B3E
STR-FFDAE7251C4FD9100A8F,SER-7F34F41251884756,CLU-81FFDD72DBBBF09C,1,STR-FFDAE7251C4FD9100A8F
